,Ratings,Reviews
125,2.0 ,"  Basic functions not operating well reability issue1st to clearify there is no issue with network carrierBad things 1st1) Conference call not effective:- unable to merge calls, switch between calls , phone call hang2) sometimes after clicking picture , cant find photos in gallery. Once restart then photos appairs in gallery3)front camera is inferior of inferior qualityGood things1) 256 GB memory2) extend warranty of 1 year( 1+1) year from one plus on registeration on  web3) good processor but honestly does not matter more unless you are heavy user( gamer + Developer)

"
126,3.0 ,"  Regarding the one plus seven T I received on the 6th OctoberI d like to tel you that I was disappointed to see that on opening the wrap of the phone there was a lot of finger mark n prints on both the front and back of the phone. And I had to clean it well before placing the cover . The packing inside looked crumbled /bend and the phone plastic wrap had a dog ear on one end . Air bubble in one corner of the screen guard which I removed . I am not complaining but this is Not WHAT U EXPECT from a premium brand like yrs and i had just moved from the 7 to this with expectations . All fresh pack is opened expecting it to looks freshhhhh :) its a feel i think I was robbed offJust thought of informing you thisIt’s a pity the one plus don’t have a tamper proof seal on the box like the other phonesI even felt if it were some display piece send 🙂In the pic I have sendU can see the bend on the board inside and the dog ear on the plastic protective coverUnfortunately I cleaned the phone before I thought of clicking the finger marks battery life could be better Fingerprint reader is good camera quality is goodBest regardsDr Rupesh PL9995323630

"
127,1.0 ,"  Everything is fine. But the behaviour of the delivery boy is not good.i ordered it for one day shipment.but I got my order after 2 days.so I am very unpleased on u r delivery system.

"
128,4.0 ,"  Everything I found value for money. 7T is best among 7, 7PRO and 7T. I can see some rainbow effect on screen when seen from angle. Also camera color scheme change when you switch between lens.Though using Amazon from long time, disappointed by their corrupt practice this time with this phone. Phone was on sale from 28th Sept 12 PM. Placed order on same date but received only on 4th October. Review for this product was disabled till 3rd, I guess no one received till then. I can assume they don't have stock on 28th Sept but put this device on sale with fabricated delivery date. Not expected

"
129,3.0 ,"  First impression was good. Super fast response for face detect and finger scan. But Whatsapp hangs during video call. And screen though FHD AMOLED, it's nowhere near Samsung phone displays. 1080p videos look like 360p videos on YouTube.

"
130,4.0 ,"  writing this after one day of use.love everything about it, the voice, music, video, processor, user interface, fast charging speed, fingerprint reader, camera(switching over triple camera) except that pictures are not that great in low light. would have loved if there were earphones when i m paying so much. Battery drains very fastoverall great phone and must buy if you have the budget.Will edit/ add if i find something else.

"
131,5.0 ,"  Battery life is not that good if you're using the phone or playing game for a longtime in single charge.I charge the phone and use it hardly for 3-4 hours in whole day keeping Mobile Data On throughout still it manages to stay at 10-15% by 24th Hour.But Warp Charger won't let you down ✌🏻Best at audio output both wired and wireless!Video enhancement is implemented very well.Do buy it when it's available for ₹34999 with UAG case to protect your phone. I have no idea and trust on other cases to protect Oneplus 7T as the back panel is made of glass (you can refer to durability tests on YouTube, to get an Idea about what I'm trying to say about the protection).""Oneplus is new So-Called Status""This is for iPhone user 😂😂😂

"
132,2.0 ,"  I had been a frequent user of one plus right from OnePlus 1, 5 and 6t. I had recently  bought one plus 7t, all other features - performance, camera, interface are good but the battery backup is not even average it's pathetic. I had already replaced the device once within couple of days of purchase as amazon technician also confirmed there is some serious battery drain issues. Yesterday I received a new device and it seems the battery life is even worse than the previous one. I feel amazon has just replaced the device with some other battery issue model and have not ensured the new model is as per the specification mentioned by the manufacturer (amazon representative had assured that the new piece will be in good condition - bit this was not ensured by them) . You cant expect someone to pay 38k and have a screen on time of 2.3 hrs. Let me know how would you resolve this as I am tired to Lodge a complain again and again.

"
133,5.0 ,"  I bought the phone back in Dec 2019 ...I still love the phone ...the charting blazing fast ...never have I ever plugged it in for an hour ...Pics are good ...they have a bit higher contrast and saturation ...no need to edit before posting anywhere ...Macro is just a gimmick...most people don't use it after day 1Speakers are great ...display is awesome ...90hz don't matter much if you already own a smooth device - appleWhat is miss from my redmi note 5 pro is great battery life , headphone jackSome people consider the camera shape an eyesore ...for me it's beauty and uniqueIt makes this phone stand out from every OnePlus out thereI have even owned htc one m8 and that was a tank and was very heavyThis is not that much heavy ...but some will consider it heavy ...like some reviews have it mentioned in themThe only con I find is the tear drop notch has trickled down to cheaper phonesAnd from front you can't really differentiate a cheaper phone from this ( redmi note 8 pro )I was going to buy iphone xr ( which was cheaper back then ) but I bought thisIf you love pure androidDon't like miui and realme os then go for this deviceOr else realme x2 pro is better value for moneyOr wait for the poco F2 pro which will beat the sh*t out of both these devices in performance as well as value for money

"
134,5.0 ,"  Pros:- Display is fabulous!- Speakers are extremely loud and audio quality is amazing!- Cameras take great pictures! Much better than I expected at this price point.- Performance: SD855+ and 8 GB RAM. Obviously it has blazing fast performance!- Warp Charge 30TCons:- Battery life could've been better, but Warp Charge 30T makes up for it for me at least.- No headphone jack. Welcome to 2019! :(Note: I was going through some of the other reviews written by people. Some people are giving less stars because they didn't receive the ""big box"" which they saw on YouTube which is stupid because that was a review unit packaging sent to reviewers by OnePlus 8-10 days prior to the launch. Obviously we don't get all of those things. Also, someone wrote that we get a Warp Charge 30 charger, not 30T inside the box. I'd like to clarify that both charge at 30W, the difference is just in the way they charge. We're getting 30T charger in the box, don't worry.

"
135,1.0 ,"  Really disappointed by the quality of OLED panel 1+ provides. There is this greenish tint in greyish screen at low brightness which bother me a lot as much of my usage is at night, during which one activates the dark mode, the night mode, and keeps the brightness at low. Somehow all the three factors aggravate the condition even more. Will look up for a replacement. If the issue still persists, might go for a complete refund.Edit: I've returned the device as of now. Waiting for the replacement product. Still not dispatched.

"
136,1.0 ,"  I initiated a return for this product as there are some camera glitches. When replacement and return was initiated there was IMEI mismatch due to which my product was taken and was put on hold with no status change. And today when they returned the product back to me saying there is imei mismatch they cannot accept it,  I found out that the imei they were carrying was of another product samsung m30s which i bought together with my oneplus 7t. Such a great negligence by amazon and a havoc they have created by their pathetic service. Worse than ever. They are troubling the customers for no reasons and i think have trained all their customer executives to just assure the customer with their words & fill their survey will shinning colours and no action takes place.

"
137,5.0 ,"  Overall a very good Mobile, No issues so far.Battery Life - 35-40 hrsFingerprint reader - Ok, Might have been betterDisplay - AwesomeCamera - Good but don't compare it with Iphone's CameraOverall - 3.5 out of 5Special Note for Amazon Delivery - Delivery was pathetic. I got message that ""Product is out for delivery"" 2 days but the delivery guy didn't call or came to deliver on either day and by night I used to get message ""Delivery attempted"". I never wanted the product to get back to seller after 3rd fake delivery attempt, so I went to electronic city warehouse to get the product myself (as customer care people were also useless). It was horrible there, The security guard treatment was like I'm thief, he is the busiest guy in the world and I have whole time of this world. He was shittiest guy I ever met; somehow I got hold of a responsible person who helped me to get the product. And Irony is no action will be taken against the delivery person who falsely updates system of delivery attempt and the security guy.

"
138,2.0 ,"  Biggest question is why to spend 35k and buy a phone which screen is not even gorrilla glass 3. Breaks off after falling from bed to floor. What's the point?Okay so I brought my phone on 29-Dec and it was working okay so far. All of a sudden yesterday, it fell of the bed and screen which is claimed to be gorilla glass 5 had 2-3 linings, despite the fact that it had front n back cover. Then touch screen stops working and gradually of nonuse.Have tried to call OnePlus customer service nbr...no one picks up..call anytime. Their service centers are also closed and no one picks up. What a pathetic support. Will never buy any OnePlus product anytime.

"
139,3.0 ,"  Phone Onplus7T is good overall, but not so great.Not so great phone from Oneplus when compared to it's previous phones. Disappointing display and quality 90Hz refresh rate is of no use, Oneplus 6 display is far superior. Though the specs of 7T says fluid AMOLED, it doesn't feel so.Only positive compared to Oneplus6, way older version of it is it's camera. Camera quality has been improved.Front camera has not been changed at all, it is still same old one with same old quality.Camera has still same old issues of getting hanged and making phone unresponsive unless you reboot it. If you forget to reboot it will make all other apps hang, including your default message app.Wrap Charge is ok, but bot up to the expectation.Speaker Quality is awesome.Videos at 4K gives over saturated colours  and doesn't look good at all.Horrible part of this phone is it's navigational gestures, older version navigation gestures used to be so cool.Somehow in my phone autorotate is not working properly, may be the issue with my phone sensor.

"
140,1.0 ,"  What a waste of money. The phone don't even deserve 10,000 INR.Pathetic phone. I have been using the phone for the past six months and its producing enormous amount of heat. I never played any games and I swear that I never used it rough. The phone timeline is just six months and the money we give is huge for the quality it provides.

"
141,5.0 ,"  Oxygen Ver 10 has it's bugs, but no complaints from the phone hardware..a better option than the 7T pro.The display is an eye turner and is wonderful to view anything.Battery life is suffering but am sure OP should fix it with future updates. Recently got 10.0.4 and the camera quality has improved.Whatsapp for 7T has bugs - while in PIP mode, navigating into other chats or media within the app doesn't work. Have sent a screen recording to WhatsApp, hopefully that should get fixed.Best upgrade from OP5 - PERIOD!

"
142,5.0 ,"  A nice product to invest your money. Everything awesome. Mainly I bought it for Snapdragon 855+ processor. There is no lag when I play in PUBG and 90 HZ display is one of the key features for gamers. Fnatic mode is a very good feature for gamers. The camera quality is wonderful. I was redmi user. When I switched tp One plus,I can feel the difference. The battery is the main issue. 3800 mah is not enough. But we have the 30W warp charger support to fulfill that problem. I really amazed at how this mobile charges my phone from 0 to 100% within 1 hour.  Why oneplus does not provide connector in the box.There is no 3.5mm jack in this mobile. SO we need type C to 3.5mm jack adapter for use your wired headphones. Audio quality wise, it is really nice one. Dual speakers with stunning sound quality. Currenlty I am playing PUBG without headphones only. You can feel the sound difference. Sound is the important factor in PUBG. Better puchase adapter from Oneplus store Lockdown time, we can't get it. Limited places only, they selling their products. Dsiplay quality is amazing. 6.55 inch Fluid AMOLED display. Mainly I bought this phone for processor and display only. Amazing quality. For PUBG players, gyroscope works better, There is latency time ! That's all.

"
143,1.0 ,"   Pathetic phones , hangs a lot and take several minutes to come its normal speed , sometime it hangs in normal apps like whatsapp.please let me know how to claim its Gurantee/ Warranty

"
144,1.0 ,"  A very very bad product, stopped working in one day,phone is dead..Not expected from oneplus.VERY Dissapointed

"
145,5.0 ,"  I am writing this review after 1 month of usages.Every thing is good ,but the battery life is too bad.8◆I can only play 4.50 hours of free fire in high fre rate.◆2 hours of music playback sucks 20% of battery...while display is turned off.◆7hours of youtube playback.◆12 hours of standby time(data turned on)●CAMERA1] slow mo camera should habe been better.It can't gather light even in midium light section.2]selfie camera is average quallity.

"
146,1.0 ,"  Dear team ,On Dec 11 2019 I bought this mobile phone ...and tried using the phone for 2 months ... And I am facing certain issues with the phone ...1. The phone is hanging too much ...2. Finger print don't works sometimes3. Android software is not working properly4.I can not send photos through WhatsApp5. Whenever tried sending pics through WhatsApp the phone gets hanged ...Following steps taken to resolve but... problem remains the same1. Tried restarting the same ...2. Updated the software...3. Tried factory reset also ..4. Tried uninstalling WhatsApp and reinstall the sameBut the problem persist the same and very much annoying...I am very much unhappy with the faulty product ...Either I want a refund...or the product to be replaced...Whatever best suit the situationWaiting for positive responseRegardsVipul BhardwajEmail - vbbhardwaj2@gmail.comPh - +91 7303811339

"
147,1.0 ,"  Phone was really good in the beginning. Got an oxygen OS update to 10.0.3.HD65AA and after updating all the photos in my gallery are deleted. Camera isn't working properly. If i capture any new pic, it is not storing in the gallery. Social medias like insta and whatsapp will get hanged. Worst update ever. It's been just 6 days after buying this phone and i wan't expecting this after paying 40K. Wost update ever and veryyyyy disappointed.

"
148,3.0 ,"  Worst phone blutooth can't connect and sound became loud aand sometimes low wtf and many problems

"
149,4.0 ,"  This is my second one plus device after one plus 6.I was planning to buy one plus 8 when it comes but found a good deal on this.  Now coming to phone it is awesome device but software bugs are there which I hope will clear over a couple of updates.1. Camera is fantastic. Addition of ultra wide and telephoto is good. But 2* zoom and super macro are just Ok nothing very special. This time camera placement is different aka Motorola. May be you like it or hate it. Nightscape has been improved pictures attached.2. Fantastic display with 90hz refresh rate but no option to hide notch.3. Battery backup is ok, warp charging is awesome.4. Fingerprint scanner is ok. Though Not so fast and convenient as rear mounted scanner.5. A good quality pre applied screen guard and in box cover (looks better than cover supplied with one plus 6) are good. Though aftermarket covers are not available right now.6. Processor , Ram and storage there is nothing to talk about they are best in class.Edit1: with software update there is hide notch option, but implementation is bad. Adjacent area of notch is not used all like previous options. Better use notch or third party app.

"
150,2.0 ,"  Well I am using OnePlus since OnePlus 5 launch.Not an adequate phone. Battery life is not good like other OnePlus phones. Even OnePlus 5t is giving better battery life. Camera is good. Phone is lagging sometime. Frequent lag while playing pubg mobile game. Sensors are not working properly. Like tap to show fingerprint in ambient display not working, notifications are not showing in ambient display even it is turned on.

"
151,1.0 ,"   This is not a review! Because I couldn’t use this even for a min.Attention: One plus /concern amazon team.This was My 4th one plus, utterly disappointed with the unboxing.Major fault in hardware I guess. Tried 3 to 4 times . Firstly Google a/c , apps ( playstore) failed to start & a/c restoration failed with a lot of unexpected reboot. Next attempt was just couple of reboot.Third attempt was possibly the worse. (video attached) Goggle a/c got recognised, failed to restore cloud data and the screen starts going on n off randomly. No app responded, apart from settings icon. During all these attempt the mobile was like a hot brick out of a oven. n battery drained like a hell. I had to charge for 40 mins to carry out all these drama.Amazon CS team was supportive. Requested a replacement but my fear remains !!! Hope that doesn’t come true. . will keep posted .

"
152,1.0 ,"  Please don't buy this mobile. It's just a month and camera has conked off. Since it wasn't within replacement period, I need to go to external vendor for replacement/service. I had OnePlus 5T and got this in exchange thinking to upgrade. But never thought I would be cheated with this pathetic quality. How can such costly and OnePlus phone can blank out with camera and other in built apps. As mentioned in OnePlus community, I checked for alternatives, was told to erase and go back to factory reset mode. Did it twice but no use with blacked out apps. I seriously doubt the quality of OnePlus now. Lost faith in this brand.

"
153,3.0 ,"  So After research on youtube for last couple of months to upgrade my OP3T ended up buying oneplus 7T . Its been 48 hours with the phone and i feel the phone is not VFM. The reason lies with the other excellent phones under 25K which can provide 90% of this performance. Beyond 25K, law of diminishing returns kicks in. If you still decide to spend 40K for an android phone and ok with mediocre camera you can buy this eyes closed. The details of my observations are as below.Ergonomics and Build qualityThe phone is Huge.This is not deal breaker as we get used to this eventually. The build quality is good though we can see most of the phones beyond 15K started having decent build quality.So no points to OP since we are paying premium for this.The camera setup may not look great, but who cares since it is on the back of the phone. The pre applied screen protector doesn't server any purpose except that we don't need to buy the screen protector/tempered glass immediately. It buys you some days. It doesn't matter if its blue or silver as we all cover them up in cases or skins.DISPLAYThe Screen quality is good(Read Not Excellent) and AMOLED colours are accurate except for the Whites. The whites are not accurate like in any other AMOLED panel. Dark mode is the savior though.Wonder why phones these days are trying to look like shilpa shetty,tall and slim. I am 16:9 guy so didn't like this 20:9 aspect ratio.The 90HZ panel is excellent however there are very less games which could use this. For ex the famous PUBG can give 60FPS at max. The phone creates the perspective of super snappiness because of this 90HZ. Combining this panel with SD855+ makes this phone an excellent performer. The phone does support HDR on netflix ,however i did not find any breathtaking difference with that in the video qualityCAMERA There is nothing great to talk about this camera quality, Average at best.THe photos doesn look detailed, Sharp. We cant choose the resolution and cant take 48MP photo. I know MP is not everything but this helps to crop and take good prints. The wide angle and telephoto lens addition is a good thing,attracts the people who beleive in Specs but not in actual performance. The photos from these phone are a slight improvement from my OP3T which is not so positive thing considering 24K K20 pro provides similar or slightly better photos. Google Cam is not that stable so we have to wait for updates from oneplus.The MACRO mode is also a good addition which we might use it in initial days and  eventually forgot that this even existsSoftwareThis is where Oneplus excels and will make any other android phone bites the dust.The UI is intuitive and no qualms about it.Onplus is good at providing updates on time and should be fine with the support for next three years.AudioThe audio from loudspeaker is good and as everyone know there is know headphone Jack. I feel how important this Headphone jack is,especially when i started using this phone. I am yet to use the phone with BT headphones. Would update the review when i use it with my M50s.Overall SuggestionIf you decided to buy a phone list down top 5 features you need/want in a phone. If camera is listed in top 2, Do not buy this phone. Period.

"
154,1.0 ,"  I have bought  Oneplus 7T one month back. Exactly after one Month , Phone is facing one new issue of automatically switching off and on for continuous 4 and half hours. And continuously during the time of the reported new issue, Mobile temperature is gradually increasing and it's getting overheated.Last One month experience was really very good but the reported issue is great disappointment towards Oneplus team. I don't know why they are not optimizing the performance Camera as well as UI along with bug to further improve the user experience. Amazon team please take the crap and get it fixed.

"
155,5.0 ,"  First of all One Plus had again outperform with this beast . 1) Battery life is great after few updates ,it gives  around 5 hrs of ON screen time.  Played PUBG for 3-3:30 hrs continuously with  fanatic mode drains battery from 100 to 20.2) Camera quality is top notch, after upadtes it's  getting better day by day, as now it provides  slow motion at 720p at 960 fps.  Take a shot in day or night one plus will handle.3) Smooth oxygen os interface.4) No blotware.If you wannna ask something ...drop your question.Writing this after using it for 9 months.

"
156,5.0 ,"  I am using this phone from last one week. My experience is Fantastic.1. Looks is great. It looks Amazing in hand.2. Colour is good. A little bit downside from the 7.3. Screen - Best in category. At 90HZ it just feel amazing to touch it and scroll trough it. Its smooth and vibrant. You have to use it to feel it.4. Camera - great. Improved from the older one due to improve hardware. Still some improvement required and I thick Oneplus will do it through patch. I have tool some pictures in different condition and Image production is Great. I really loved the macro mode. Still not the top notch but one of the best produced by Oneplus.5. Speaker - Dolby sound. Sound through speaker is good even at high end.6. Battery - Good back up but it may be improved in future models. When you have phone with 90HZ then it will drain the battery fact, hence more battery power is required. Once plus should have used 4100mAH battery. But still one charges is enough for one day. And you also have Warp Charger and it is faster than the Dash. So not to worry about it.7. Processor - Qualcomm Snapdragon 855+. It works very smooth. Multitasking is easy with it. With new GPU, it work well for all Games. You can play any Game without any lag.So, overall the best phone of 2019...You should buy it without any hesitation...You will not be disappointed.

"
157,1.0 ,"  Not at all worth buying, my redmi 5 pro was better than this.Cons.1. Auto Restart2. Battery Drainage, forced to charge twice a day even on very normal usage3. Screen is not so smooth4. Application restarts automatically5. Frequent lagging issueMany more to note down here.

"
158,5.0 ,"  This is my first oneplus series phone. Heard alot about its earlier version. But when i bought this i am more than happy. Got more than expected. Technical specifications are already mentions.. So will not tell them. Best phone in my opnion. Was not expecting its price to be under 40k.Thanks oneplus for adding feature and quality in this price range

"
159,1.0 ,"   Worst phone I have received. I was not able complete installation process. It was taken 10 hours time but not completed installation process. If you can see video clip you can understand my issue. It was running like 10 hours. When I started my office hours I have tried to opened and kept on my desk beside to me. By the time of log off my office system my phone is in same condition literally.When i explained the issue with amazon technical team they have investigated my images which i have sent in email and agreed for replacement.Next day replacement came, here another worst experience. Delivery agent wanted to open and check IMEI number in mobile itself. When mobile is opened, why could i raised for replacement. But delivery agent still wanted to open and see IMEI number in mobile si he has tried but not opened. So he refused to replace the product and left away without replace mobile.I ever never experienced this bad situation with anything

"
160,5.0 ,"  That's the phone where perfection exists!

"
161,1.0 ,"  Hello, I ordered this product on 17th June and got it delivered on 22nd June. It was a gift to my father for Father's day. Now this product has stopped working in less than 20 days time since he started using it. I am not in India. And I can see the return window is also closed. I am not sure if Amazon is selling faulty products or what is the issue here. I tried reaching Amazon Customer service but didn't receive any positive response. They told me to ask my dad to go to service center which is like 2 hours from my city and that too in this Pandemic situation. I am stuck with the dead phone now.Waste of Money

"
162,1.0 ,"   EXTREMELY Disappointed with the first step itself. Just received the phone this morning and it has been over 9 hours I am trying to just sync the Google. It's a brand new phone and it's not even working well. It's rerouting me to step 1 everytime. The finger print recognition is very poor. It's a waste of my money and TIME.

"
163,1.0 ,"  It's not even complete 3 months and I see that this phone body is heated up. Once it got shut down on its own and I was wondering what happened to this new phone. Then my friend suggested that it happened with her too n suggested to use both volume key and switch on key together and it will switch on. It worked but still phone is getting heated up while charging. I m sure it's battery problem, otherwise phone doesn't get heated up.

"
164,4.0 ,"  This review is after 2 weeks of phone use.I would rate an overall 4.3/5 for this phone.* An awesome amoled experience with 90Hz display, the only con being the battery that doesn't last long.* As i was using Moto before, i don't find the smiley kind of camera annoying. The triple camera is just perfect to capture moments. Few cons would be some enhancement of zoom in night mode and a better potrait mode camera.* The processor is too good, apps run very smooth and switch between apps is also smooth.* Battery I'd good, normal/average usage would last 12-18 hours. Videos and gaming woudl eventually reduce this duration.* Warp charge is good, personal experience of 53min charge from 12% to 100% - charger could be used while gaming.* With a budget of 40k rupees, i would recommend this phone.

"
165,5.0 ,"  This was my first oneplus device and d experience is awesomeSuper fast Oxygen OS which helps me in multitaskingCamera is supperbb especially Pro mode is too good.Battery life is average but 30W Warp charger makes it comfortableTop and Bottom Speakers gives pleasant experience while watching videosOverall i can say its a best mobile with all the features, Look and off course Oneplus has made their Own Brand Name.

"
166,5.0 ,"  I bought the device few days back and what I feel is it's absolutely worth the money. The build quality, the heptic, the software are all it's best part. The stock camera is not that good but as you know good photos can be the outcome of some trash camera also if you are good enough to take decent pictures. ( You can seamlessly install gcam and use it)The battery life is where I think OnePlus little bit stumbled upon. In daily usage ( no heavy gaming ) I get around 6 hours of sot which is pretty good actually with this 3800 mah battery. But sometimes it feels that the battery is draining too fast but again that can be fixed via software updates. The 30 watt fast charging is just a relaxation ! You don't have to worry about your battery getting charged in time if you forgot to switch on inspite of plugging in ! No heating during charging ( The power break becomes hot although). ( Don't use your smartphone for heavy tasking during charging, then it might get hot )The fingerprint scanner is also good not the best but good. Sometimes it denies to accept my thumb ! The phone never overheats imo. ( Although if you keep your brightness max with 90hz in bright sun and play with camera or do some heavy task then it might get hot enough to worry )The software is one of the main plus point of OnePlus. It comes with android 10 out of the box so it will definitely get 2 major android upgrades and 3 years of bimonthly security patch updates.Overall coming from my 3 and half years old redmi note 4 to this OnePlus is making me enjoy my phone once again. The device is definitely worth for you if you want flagship grade performance with least amount spending.

"
167,1.0 ,"  Didn't get the larger box...only smaller box came...with no back cover and accessories

"
168,1.0 ,"  After using the device (OnePlus 7T) up to 07 months with Gesters, the hanging problem noticed so many times.Customers support tried to resolve the problem online with its software including factory reset so many times but could not find the problem.After that I decided to operate the device without Gesters and now it is working properly since last 10-15 days.But I am disappointed with this brand for such types of problem after spending Rs.38,000.00.

"
169,3.0 ,"  Got the product yesterday  (06.10.2019), when setting the phone, its heating up like anything, i have raised the return request, so Amazon will send the technician and he will check first then the point of replacement come. Overall phone is good, but its just a one day usage review, but my first impression is not great  because of heating issue, So rating is based on one day usage

"
170,5.0 ,"  I have been using one plus from last 3 years.. no complaint from battery or phone memory.. I switched to other phone week back n then realized the functionality drawbacks of other brand phone compared to one plus... Very minor things in one plus are very much user friendly. It's difficult to switch to other brands after using one plus for me . Just upgraded from one plus 5 to 7T..

"
171,4.0 ,"  I am apple user but heard about the one plus for it's performance. So thought to try this...first of allPros:CameraDisplaySound outputCons:Battery could have been better.

"
172,3.0 ,"  I brought this OnePlus in last month June. Not holds the good battery life, maybe my review is wrong. But this is what I am facing now. I didn't play songs, movies or online courses, but easily battery drains faster maximum in 2hrs.And one more, apps are updating often. Also facing a hanging issue when using apps like Chrome , YouTube.Screen wallpaper sometime gets abnormal blur in night time before unlocking in the Fingerprint.

"
173,5.0 ,"  The phone Is amazing,I was an iPhone user who switched to one plus,I found one plus 7t was a really great choice.Pros:-Camera quality awesomeDolby Atmos is mind-blowing90hz display is really greatBlue finish on the back is premium overall phone,looks really premiumWarp charge is really niceNice battery backupNo heating detected so farCons:-One plus switch not working on IOSOverall review :- 9.3/10

"
174,5.0 ,"  Amazing as always. I have been a One Plus user since last 4 years now. Started from the One Plus 5. Then the One Plus 6T and now the One Plus 7T. It's not the affiliation to the brand but the value for money that the brand offers. I also have the iPhone 7. But the display and smoothness that One Plus offers is unparalleled.Pros1 Superior display 90hz2 super fast fingerprint reader3 fnatic gaming mode4 excellent battery life (90hz gives 4-5 hours and 60 hz gives an hour more )5 camera improved to the best. ( The 7t pro launched a few days back still lags behind the 7T)6 super macro mode is amazing.7 android 10 out of the box on top of oxygen os 10 is delightful.ConsHard to find any. Some minor glitches which may improve after the promised updates.Battery optimization and some apps tend to crash unexpectedly due to non optimization. But after the update,the problem may be solved. Other than that amazing phone.Hats off to One Plus and Amazon for making an amazing phone.

"
175,1.0 ,"  I was looking for a replacement of my 3 year old iPhone 7, with a better battery life, a premium brand and a good camera phone (which can have telephoto, wide angle & good picture in real world, not demo pics)...Every dam review online suggested oneplus 7T over pixel 3 or iphone XR (doesn't want to stretch my budget to more than 40k for iphone 11). This phone camera doesn't have 16:9 mode, so watching them on TV shows unused black screen (this is a major use case for most of us).I am using Nikon D5300 DSLR for almost 5 years, but occasionally want to use a good camera phone for family pictures. So, in that hope, i purchased this phone.  But when we compared some photos taken from iPhone 7 & this phone on Sony Bravia android 4k TV, iphone 7 photos/videos seemed much more natural and pleasant than this phone. I tried to use Google Camera as well as oneplus Pro mode, but still unable to beat iphone 7 in terms of photo quality. Obviously, iphone 7 doesn't have telephoto & wide angle cameras and have lower pixel rating. So, I believe iphone XR must have much better quality.Other features of mid range phone is also comparable at much cheaper price (Samsung m30s, Redmi Note 8 Pro, Realme XT have very similar features), so whats the point of this hyped oneplus brand.Also, I am not gamer, so a phone within 6"" display is much more pleasant, but still went ahead with this heavy & large size phone (6.5"", forget to operate it from single hand & more seems like carrying a tablet all the time), just for a good camera sake, which is also not up to the mark.Now I have stuck with this phone, as Amazon & oneplus has only replacement policy in India, but these same companies have 15 days refund policy in US & UK (so much bias towards India, where they sell most of these units). There has been only 3 days, since I received this phone. If anybody interested in purchasing it, I can give it away at reasonable discount.

"
176,5.0 ,"  I have been using the 7T for over a week and this phone by far is the best android phone I have ever used, period. Right from the unboxing, the experience given by OnePlus is different from other brands. I'll divide the review into Pros and Cons and hope they help in making a decision:Pros:1. Display: The display is absolutely delightful to watch movies,videos, play games. The colors are vivid, bright and the flat screen makes it easy for typing and one hand usage.The 90Hz refresh rate though drains the battery faster than usual . So on normal usage, it is better off with 60Hz as no noticeable difference is seen.If you want the phone and display to be even faster than usual (Yes...It is actually possible !!!), activate the developer options on the phone (Click 'build' option 5-7 times) and reduce the animation speeds to 0.5x and see the magic happen.2. The processor: Snapdragon 855+ chipset can pretty much handle almost every app available on the google playstore without breaking a sweat ( maybe generate some heat). Games are just super smooth with default settings being set to HD and the Fnatic and gaming mode only improve it. The processor does tend to warm up over usage and hopefully a software update can sort things out.3. Camera: The camera is by far the best in this price range. I have seen my friends use K20 Pro and Samsung A series phones but this is on another level. Almost DSLR level photos especially at night with nighscape mode and postcard photos with macro mode. Only grouse is that on zooming the photo tends to have little noise but the EIS and HIS take care of this. Ultra wide photos and video(especially the super stable mode) are also seamless and offer great quality and audio.4. Fingerprint scanner: The in display finger print scanner is also very fast and it also detects your finger when the screen is slightly wet also.5. Speakers: The speakers on the phone offer almost portable speaker level quality of sound because of dual speakers. The sound is clear although a little distortion can be seen at higher volumes.6. Charging: True to its name the warp charger charges the phone at warp speed. 0-100% can be charged in just over an hour and around 30-35 mins of charge can easily make the phone last the whole day.7. UFS 3.0: The data transfer on this device is also blazing quick. one can transfer GBs of data in some minutes and the decent storage only adds to the delight.Cons:1. Still no headphone jack: OnePlus has learnt the art of charging more for less. They have removed the 3.5 mm jack from OP6 and it is sorely missed. Type C earphones are expensive and one has to be careful to not lose them. They do not even provide a type c converter as they used to on OP6.2. Battery life: 3800 mah battery with a power hungry SD 855+ processor does not make for a great battery life. It is decent at best. It will run for almost 12-15 hours on moderate usage before charging.3. No converter or earphones: For the price OP is charging, they should have given at least a type c converter leave alone a decent set of earphones when phones at half this thing's price offer earphones.4. The back panel: Although NOT A CON, the back panel is very smooth and slippery and the phone easily falls out of hand. It's recommended to not use the phone without a case.However, all these cons are not much dealbreakers to the experience and the feel that One Plus has given to the 7T. It is much better not only than the 7 but the 7 Pro and 7T Pro as well which are too expensive (almost 12-14K) for what they offer. The 7T offers the best of both and if you have the budget then no other phone comes close to offering the fluid experience of the one plus 7T

"
177,4.0 ,"  This is the third time I am editing and reposting the review.The phone is a real beauty. It feels, looks and is a premium device. Performance is awesome. 90 HZ display will make you never wanna go back to 60. Games play nice. Display quality is not high as expected but is never a dealbreaker. Camera is good under proper illumination. Macro feature is outstanding and video recording is also great.Now for the cons: YouTube fit to screen option doesn't work most of the time. Screen freezes while on Youtube and also Amazon prime.Battery drains quickly if you are playing games or even on Youtube. Normal use can give up to 8- 9 hours of battery life but on 90 HZ mode, or gaming or streaming expect only upto 6 hrsHeating is also an issue while on games.

"
